gender,age,academic_pressure,cgpa,study_satisfaction,sleep_duration,dietary_habits,have_you_ever_had_suicidal_thoughts_,work_study_hours,financial_stress,family_history_of_mental_illness,degree_grouped,city_grouped
Male,28.0,5.0,8.74,5.0,'Less than 5 hours',Healthy,No,3.0,3.0,Yes,B.Ed,Varanasi
Female,28.0,4.0,8.04,2.0,'5-6 hours',Unhealthy,Yes,8.0,2.0,No,B.Com,Thane
Male,20.0,5.0,9.96,1.0,'7-8 hours',Healthy,Yes,12.0,4.0,Yes,'Class 12',Ghaziabad
Female,20.0,5.0,9.39,2.0,'5-6 hours',Healthy,Yes,1.0,4.0,Yes,'Class 12',Surat
Female,23.0,4.0,6.78,4.0,'More than 8 hours',Unhealthy,Yes,11.0,5.0,Yes,B.Com,Patna
Male,26.0,5.0,5.16,2.0,'5-6 hours',Unhealthy,Yes,0.0,4.0,No,MCA,Patna
Male,20.0,5.0,8.91,1.0,'Less than 5 hours',Unhealthy,Yes,8.0,4.0,Yes,'Class 12',Agra
Male,29.0,1.0,8.52,5.0,'7-8 hours',Unhealthy,No,10.0,2.0,Yes,BCA,Rajkot
Male,24.0,3.0,9.66,1.0,'Less than 5 hours',Healthy,Yes,9.0,1.0,Yes,M.Pharm,Kalyan
Female,20.0,4.0,8.56,4.0,'7-8 hours',Moderate,Yes,5.0,2.0,No,'Class 12',Mumbai
Male,28.0,5.0,5.44,2.0,'7-8 hours',Moderate,Yes,8.0,3.0,Yes,MBBS,Patna
Male,26.0,2.0,6.75,3.0,'7-8 hours',Healthy,No,1.0,1.0,Yes,B.Tech,Indore
Female,28.0,2.0,6.25,5.0,'5-6 hours',Moderate,No,4.0,4.0,Yes,B.Ed,Nagpur
Male,24.0,3.0,5.88,3.0,'More than 8 hours',Moderate,Yes,9.0,4.0,No,B.Arch,Visakhapatnam
Female,21.0,2.0,7.91,2.0,'More than 8 hours',Moderate,No,12.0,3.0,Yes,B.Arch,Ghaziabad
Male,29.0,4.0,9.67,3.0,'5-6 hours',Unhealthy,No,8.0,2.0,No,B.Ed,Vadodara
Female,25.0,1.0,9.74,4.0,'Less than 5 hours',Unhealthy,Yes,9.0,2.0,Yes,BSc,Delhi
Male,20.0,4.0,7.02,3.0,'Less than 5 hours',Unhealthy,Yes,11.0,5.0,No,'Class 12',Srinagar
Male,24.0,3.0,9.56,1.0,'Less than 5 hours',Moderate,Yes,12.0,4.0,Yes,BE,Kolkata
Female,29.0,4.0,6.75,5.0,'More than 8 hours',Healthy,Yes,7.0,2.0,Yes,BSc,Other
Male,28.0,2.0,8.43,3.0,'5-6 hours',Healthy,Yes,4.0,3.0,No,BE,Rajkot
Female,25.0,5.0,9.95,4.0,'More than 8 hours',Unhealthy,No,4.0,5.0,No,BCA,Thane
Male,27.0,3.0,6.56,4.0,'5-6 hours',Unhealthy,Yes,3.0,4.0,No,MBA,Visakhapatnam
Female,21.0,4.0,8.04,4.0,'Less than 5 hours',Unhealthy,Yes,7.0,4.0,No,BCA,Vasai-Virar
Female,29.0,1.0,8.95,2.0,'7-8 hours',Moderate,No,7.0,2.0,No,M.Ed,Thane
Male,22.0,1.0,9.49,1.0,'Less than 5 hours',Moderate,Yes,10.0,1.0,No,B.Com,Thane
Female,34.0,3.0,8.95,4.0,'7-8 hours',Unhealthy,Yes,0.0,1.0,Yes,M.Ed,Thane
Female,23.0,3.0,8.91,2.0,'More than 8 hours',Moderate,Yes,11.0,5.0,Yes,BE,Chennai
Male,33.0,3.0,8.5,1.0,'5-6 hours',Moderate,No,6.0,3.0,Yes,MCA,Surat
Male,30.0,3.0,5.66,5.0,'More than 8 hours',Moderate,No,12.0,5.0,No,B.Arch,Vasai-Virar
Male,31.0,5.0,7.09,2.0,'7-8 hours',Moderate,Yes,9.0,1.0,Yes,MD,Mumbai
Female,33.0,2.0,8.93,4.0,'7-8 hours',Healthy,No,11.0,3.0,Yes,Other,Kolkata
Male,25.0,5.0,8.89,5.0,'7-8 hours',Healthy,Yes,11.0,4.0,No,M.Pharm,Rajkot
Male,33.0,2.0,6.37,2.0,'More than 8 hours',Unhealthy,No,5.0,5.0,Yes,M.Ed,Ghaziabad
Male,23.0,1.0,6.37,3.0,'Less than 5 hours',Moderate,No,0.0,1.0,Yes,MSc,Nashik
Male,21.0,5.0,6.53,3.0,'5-6 hours',Unhealthy,Yes,6.0,4.0,No,M.Com,Pune
Female,20.0,5.0,5.75,4.0,'7-8 hours',Unhealthy,Yes,11.0,3.0,Yes,'Class 12',Agra
Male,29.0,4.0,7.8,2.0,'Less than 5 hours',Unhealthy,Yes,11.0,4.0,No,BHM,Kanpur
Male,20.0,5.0,6.91,5.0,'Less than 5 hours',Unhealthy,Yes,11.0,5.0,No,'Class 12',Indore
Male,24.0,4.0,9.72,1.0,'More than 8 hours',Unhealthy,Yes,10.0,3.0,Yes,'Class 12',Rajkot
Female,31.0,4.0,6.27,4.0,'Less than 5 hours',Moderate,No,10.0,3.0,No,MCA,Hyderabad
Male,18.0,4.0,8.53,4.0,'More than 8 hours',Unhealthy,Yes,6.0,5.0,No,'Class 12',Nashik
Male,33.0,5.0,5.74,2.0,'7-8 hours',Moderate,Yes,10.0,3.0,No,M.Pharm,Delhi
Male,30.0,5.0,8.52,1.0,'5-6 hours',Moderate,No,3.0,5.0,No,BCA,Patna
Female,28.0,3.0,5.16,3.0,'7-8 hours',Healthy,Yes,2.0,5.0,No,B.Pharm,Ludhiana
Female,20.0,4.0,8.17,3.0,'More than 8 hours',Moderate,Yes,12.0,3.0,Yes,'Class 12',Patna
Male,33.0,5.0,7.27,4.0,'More than 8 hours',Healthy,Yes,12.0,4.0,Yes,MBA,Ludhiana
Male,20.0,3.0,8.54,4.0,'7-8 hours',Unhealthy,No,11.0,4.0,Yes,'Class 12',Srinagar
Female,33.0,2.0,9.31,4.0,'Less than 5 hours',Unhealthy,Yes,12.0,1.0,Yes,BE,Hyderabad
Male,23.0,2.0,9.33,2.0,'5-6 hours',Healthy,Yes,10.0,5.0,Yes,B.Tech,Ahmedabad
Female,20.0,5.0,8.97,4.0,'5-6 hours',Moderate,Yes,6.0,2.0,Yes,'Class 12',Surat
Female,31.0,1.0,9.63,1.0,'More than 8 hours',Moderate,No,12.0,2.0,Yes,BE,Patna
Male,28.0,4.0,9.11,2.0,'Less than 5 hours',Moderate,Yes,10.0,5.0,Yes,BHM,Pune
Female,22.0,5.0,5.32,1.0,'Less than 5 hours',Moderate,Yes,5.0,2.0,Yes,BBA,Chennai
Female,26.0,1.0,7.28,4.0,'Less than 5 hours',Moderate,No,6.0,2.0,Yes,B.Ed,Visakhapatnam
Female,30.0,5.0,6.78,1.0,'5-6 hours',Unhealthy,Yes,10.0,3.0,No,B.Com,Chennai
Female,20.0,2.0,8.93,5.0,'5-6 hours',Healthy,No,4.0,5.0,No,'Class 12',Ludhiana
Male,24.0,1.0,9.44,2.0,'Less than 5 hours',Moderate,Yes,8.0,4.0,No,LLB,Thane
Female,24.0,3.0,8.25,4.0,'7-8 hours',Moderate,Yes,0.0,5.0,No,BA,Agra
Male,24.0,3.0,9.79,2.0,'7-8 hours',Unhealthy,Yes,10.0,4.0,No,B.Arch,Ahmedabad
Male,32.0,5.0,8.83,2.0,'7-8 hours',Unhealthy,Yes,12.0,2.0,No,MCA,Lucknow
Male,28.0,5.0,9.56,1.0,'Less than 5 hours',Healthy,Yes,11.0,4.0,Yes,MA,Nagpur
Male,33.0,4.0,6.89,3.0,'Less than 5 hours',Unhealthy,No,11.0,4.0,Yes,M.Ed,Rajkot
Male,28.0,2.0,7.51,4.0,'More than 8 hours',Healthy,Yes,7.0,2.0,Yes,LLB,Lucknow
Female,19.0,2.0,5.51,5.0,'More than 8 hours',Moderate,No,4.0,5.0,Yes,'Class 12',Delhi
Male,31.0,4.0,8.23,2.0,'7-8 hours',Moderate,No,12.0,4.0,Yes,LLB,Hyderabad
Male,28.0,3.0,6.78,5.0,'7-8 hours',Unhealthy,No,3.0,4.0,No,PhD,Ahmedabad
Female,20.0,3.0,6.99,1.0,'7-8 hours',Healthy,No,11.0,4.0,Yes,'Class 12',Kanpur
Female,33.0,1.0,9.44,4.0,'Less than 5 hours',Healthy,No,0.0,2.0,No,B.Com,Varanasi
Female,20.0,4.0,8.17,3.0,'More than 8 hours',Unhealthy,Yes,10.0,3.0,No,'Class 12',Ludhiana
Female,19.0,5.0,9.98,5.0,'Less than 5 hours',Moderate,Yes,6.0,3.0,Yes,'Class 12',Nagpur
Male,31.0,5.0,9.74,1.0,'Less than 5 hours',Unhealthy,Yes,12.0,1.0,Yes,B.Ed,Patna
Male,22.0,3.0,7.25,4.0,'7-8 hours',Healthy,No,6.0,2.0,No,BHM,Kalyan
Male,34.0,2.0,7.25,5.0,'Less than 5 hours',Healthy,Yes,6.0,1.0,No,M.Com,Kolkata
Male,28.0,5.0,5.85,2.0,'5-6 hours',Healthy,No,10.0,1.0,Yes,MA,Visakhapatnam
Male,33.0,4.0,8.17,2.0,'Less than 5 hours',Moderate,Yes,10.0,5.0,Yes,BA,Visakhapatnam
Male,23.0,3.0,9.33,5.0,'Less than 5 hours',Healthy,No,0.0,1.0,No,MA,Surat
Male,31.0,1.0,9.84,1.0,'Less than 5 hours',Moderate,No,6.0,2.0,No,BSc,Thane
Female,27.0,2.0,6.02,4.0,'More than 8 hours',Moderate,No,8.0,2.0,No,B.Tech,Kanpur
Female,25.0,3.0,5.56,2.0,'Less than 5 hours',Healthy,No,3.0,1.0,Yes,B.Ed,Lucknow
Male,26.0,4.0,8.54,2.0,'Less than 5 hours',Unhealthy,Yes,5.0,4.0,Yes,BBA,Rajkot
Female,20.0,1.0,8.04,3.0,'Less than 5 hours',Healthy,No,11.0,4.0,No,'Class 12',Chennai
Male,20.0,4.0,6.16,2.0,'More than 8 hours',Healthy,No,2.0,2.0,No,'Class 12',Delhi
Female,26.0,5.0,9.74,2.0,'5-6 hours',Healthy,Yes,10.0,2.0,No,Other,Other
Female,20.0,2.0,6.08,5.0,'More than 8 hours',Unhealthy,Yes,6.0,5.0,No,'Class 12',Vadodara
Female,28.0,5.0,6.75,1.0,'More than 8 hours',Unhealthy,Yes,10.0,2.0,No,MD,Vasai-Virar
Male,20.0,3.0,5.12,2.0,'7-8 hours',Moderate,No,8.0,1.0,Yes,'Class 12',Ghaziabad
Female,29.0,2.0,7.94,1.0,'5-6 hours',Healthy,No,4.0,2.0,No,B.Pharm,Ludhiana
Female,20.0,4.0,7.13,4.0,'Less than 5 hours',Healthy,Yes,7.0,5.0,Yes,'Class 12',Chennai
Male,23.0,1.0,9.97,2.0,'Less than 5 hours',Unhealthy,No,1.0,1.0,No,BSc,Agra
Female,21.0,5.0,6.91,3.0,'Less than 5 hours',Moderate,Yes,11.0,5.0,Yes,MCA,Srinagar
Male,30.0,1.0,8.39,3.0,'5-6 hours',Moderate,Yes,10.0,5.0,Yes,BCA,Patna
Female,19.0,5.0,7.49,1.0,'7-8 hours',Unhealthy,Yes,1.0,5.0,No,'Class 12',Bangalore
Male,21.0,1.0,6.78,4.0,'More than 8 hours',Moderate,Yes,10.0,2.0,No,B.Com,Ludhiana
Female,24.0,2.0,5.76,3.0,'More than 8 hours',Healthy,Yes,0.0,2.0,No,B.Com,Meerut
Male,21.0,4.0,9.43,3.0,'7-8 hours',Healthy,Yes,6.0,2.0,Yes,M.Ed,Nashik
Female,22.0,5.0,8.07,2.0,'7-8 hours',Healthy,Yes,8.0,2.0,No,MBA,Vasai-Virar
Male,33.0,1.0,9.96,3.0,'More than 8 hours',Healthy,No,10.0,5.0,No,LLB,Varanasi
Female,21.0,5.0,7.25,1.0,'7-8 hours',Moderate,Yes,10.0,3.0,Yes,B.Arch,Patna
Male,33.0,4.0,8.04,3.0,'Less than 5 hours',Healthy,No,0.0,1.0,No,M.Ed,Kalyan
Male,21.0,5.0,7.88,2.0,'7-8 hours',Unhealthy,No,11.0,2.0,No,M.Tech,Meerut
Male,24.0,4.0,9.84,3.0,'7-8 hours',Unhealthy,Yes,10.0,5.0,Yes,B.Com,Kalyan
Male,28.0,4.0,5.74,3.0,'More than 8 hours',Unhealthy,No,6.0,1.0,Yes,M.Pharm,Surat
Female,26.0,5.0,5.68,2.0,'More than 8 hours',Healthy,Yes,11.0,5.0,No,BCA,Surat
Male,34.0,3.0,5.12,5.0,'More than 8 hours',Healthy,Yes,9.0,3.0,Yes,Other,Vasai-Virar
Female,30.0,1.0,7.77,5.0,'7-8 hours',Unhealthy,No,11.0,4.0,No,PhD,Vasai-Virar
Female,32.0,3.0,5.9,2.0,'7-8 hours',Moderate,No,2.0,1.0,Yes,M.Ed,Visakhapatnam
Female,19.0,5.0,8.47,5.0,'Less than 5 hours',Moderate,No,12.0,2.0,Yes,'Class 12',Bangalore
Female,24.0,4.0,7.77,4.0,'Less than 5 hours',Healthy,Yes,8.0,5.0,Yes,B.Com,Kalyan
Female,28.0,1.0,7.13,4.0,'Less than 5 hours',Healthy,No,12.0,2.0,Yes,M.Tech,Indore
Male,21.0,3.0,9.24,1.0,'5-6 hours',Healthy,No,4.0,5.0,No,B.Arch,Chennai
Female,34.0,3.0,9.49,4.0,'Less than 5 hours',Unhealthy,No,12.0,3.0,Yes,Other,Other
Female,22.0,1.0,9.84,4.0,'Less than 5 hours',Healthy,Yes,7.0,4.0,No,BHM,Vasai-Virar
Male,20.0,3.0,8.24,5.0,'5-6 hours',Healthy,No,3.0,4.0,No,'Class 12',Bangalore
Female,24.0,5.0,9.96,3.0,'5-6 hours',Unhealthy,Yes,2.0,4.0,Yes,B.Arch,Ghaziabad
Male,29.0,3.0,7.09,3.0,'More than 8 hours',Moderate,Yes,6.0,3.0,Yes,BHM,Meerut
Male,19.0,4.0,5.85,5.0,'More than 8 hours',Moderate,No,7.0,5.0,No,'Class 12',Nagpur
Male,19.0,3.0,7.43,3.0,'More than 8 hours',Moderate,Yes,11.0,5.0,No,'Class 12',Kolkata
Female,23.0,2.0,8.69,5.0,'5-6 hours',Healthy,Yes,9.0,3.0,Yes,BBA,Bhopal
Male,30.0,5.0,8.39,3.0,'5-6 hours',Healthy,Yes,5.0,4.0,Yes,M.Pharm,Ghaziabad
Male,28.0,4.0,7.43,3.0,'Less than 5 hours',Moderate,Yes,7.0,4.0,No,B.Tech,Hyderabad
Female,20.0,5.0,6.75,2.0,'More than 8 hours',Moderate,Yes,5.0,3.0,Yes,'Class 12',Visakhapatnam
Male,24.0,4.0,6.61,5.0,'Less than 5 hours',Unhealthy,Yes,4.0,1.0,No,B.Pharm,Agra
Female,24.0,5.0,8.17,4.0,'Less than 5 hours',Moderate,Yes,6.0,1.0,Yes,LLB,Visakhapatnam
Male,30.0,3.0,6.61,2.0,'7-8 hours',Moderate,No,4.0,2.0,No,B.Ed,Kalyan
Male,28.0,1.0,5.26,3.0,'5-6 hours',Healthy,No,8.0,3.0,No,BSc,Visakhapatnam
Male,21.0,2.0,8.44,4.0,'5-6 hours',Unhealthy,Yes,1.0,3.0,No,B.Arch,Thane
Male,25.0,3.0,9.37,1.0,'5-6 hours',Unhealthy,Yes,9.0,5.0,Yes,B.Ed,Lucknow
Male,30.0,3.0,5.75,2.0,'7-8 hours',Moderate,No,6.0,2.0,No,B.Ed,Delhi
Male,26.0,5.0,7.68,2.0,'Less than 5 hours',Moderate,No,10.0,4.0,No,MCA,Visakhapatnam
Male,24.0,1.0,7.09,4.0,'More than 8 hours',Moderate,Yes,10.0,4.0,No,BA,Ahmedabad
Male,18.0,5.0,5.87,2.0,'More than 8 hours',Healthy,Yes,6.0,1.0,Yes,'Class 12',Ghaziabad
Female,23.0,2.0,7.08,3.0,'Less than 5 hours',Moderate,Yes,2.0,2.0,No,BCA,Visakhapatnam
Female,28.0,4.0,8.54,3.0,'Less than 5 hours',Healthy,Yes,10.0,5.0,Yes,MCA,Rajkot
Male,29.0,3.0,9.6,1.0,'7-8 hours',Moderate,Yes,0.0,5.0,Yes,B.Pharm,Srinagar
Male,29.0,1.0,9.1,2.0,'Less than 5 hours',Unhealthy,Yes,4.0,3.0,No,MA,Bhopal
Male,21.0,4.0,5.85,3.0,'7-8 hours',Unhealthy,No,3.0,1.0,Yes,B.Tech,Delhi
Female,20.0,3.0,6.02,4.0,'7-8 hours',Healthy,No,6.0,5.0,Yes,'Class 12',Nagpur
Male,34.0,1.0,7.88,1.0,'7-8 hours',Unhealthy,Yes,10.0,5.0,No,MSc,Kolkata
Male,33.0,4.0,8.52,4.0,'7-8 hours',Healthy,Yes,6.0,3.0,No,B.Tech,Hyderabad
Female,26.0,3.0,5.51,5.0,'7-8 hours',Moderate,No,10.0,3.0,No,BE,Delhi
Female,23.0,1.0,6.38,2.0,'5-6 hours',Unhealthy,Yes,7.0,5.0,No,B.Tech,Visakhapatnam
Male,33.0,3.0,6.38,3.0,'More than 8 hours',Unhealthy,No,11.0,1.0,Yes,MSc,Kolkata
Female,18.0,3.0,9.95,4.0,'5-6 hours',Unhealthy,No,6.0,4.0,No,'Class 12',Patna
Male,24.0,3.0,8.58,5.0,'Less than 5 hours',Unhealthy,Yes,10.0,5.0,No,BCA,Indore
Female,28.0,3.0,6.61,3.0,'7-8 hours',Unhealthy,Yes,0.0,5.0,No,M.Ed,Kalyan
Male,27.0,5.0,7.74,3.0,'More than 8 hours',Healthy,Yes,6.0,1.0,Yes,MSc,Chennai
Female,21.0,3.0,8.91,1.0,'Less than 5 hours',Unhealthy,Yes,10.0,4.0,No,B.Arch,Ghaziabad
Female,26.0,2.0,9.96,2.0,'7-8 hours',Unhealthy,Yes,11.0,4.0,No,B.Com,Vasai-Virar
Male,19.0,1.0,9.72,5.0,'7-8 hours',Unhealthy,Yes,6.0,2.0,No,'Class 12',Agra
Female,23.0,1.0,8.69,1.0,'5-6 hours',Healthy,No,9.0,1.0,No,M.Ed,Patna
Male,32.0,3.0,8.53,5.0,'Less than 5 hours',Moderate,Yes,10.0,4.0,No,MSc,Agra
Male,28.0,4.0,5.88,2.0,'Less than 5 hours',Healthy,Yes,11.0,1.0,Yes,BHM,Delhi
Male,33.0,4.0,7.02,4.0,'Less than 5 hours',Moderate,No,6.0,4.0,No,B.Tech,Jaipur
Female,20.0,5.0,5.78,5.0,'Less than 5 hours',Healthy,Yes,0.0,5.0,Yes,'Class 12',Vasai-Virar
Male,19.0,3.0,8.81,4.0,'7-8 hours',Moderate,No,4.0,3.0,No,'Class 12',Lucknow
Male,31.0,1.0,7.64,5.0,'Less than 5 hours',Moderate,No,11.0,1.0,No,MCA,Kanpur
Female,27.0,5.0,8.4,2.0,'More than 8 hours',Healthy,Yes,3.0,4.0,Yes,BHM,Vasai-Virar
Male,30.0,1.0,9.44,4.0,'More than 8 hours',Unhealthy,Yes,6.0,5.0,No,MA,Srinagar
Female,29.0,5.0,5.77,2.0,'Less than 5 hours',Healthy,Yes,3.0,3.0,Yes,BCA,Pune
Male,34.0,1.0,6.89,3.0,'5-6 hours',Unhealthy,No,0.0,2.0,No,B.Tech,Delhi
Female,21.0,5.0,8.08,4.0,'5-6 hours',Moderate,Yes,3.0,1.0,Yes,MSc,Chennai
Female,33.0,3.0,6.39,3.0,'5-6 hours',Moderate,Yes,6.0,3.0,Yes,BE,Patna
Male,34.0,4.0,6.25,4.0,'7-8 hours',Healthy,Yes,11.0,1.0,Yes,MA,Nagpur
Female,18.0,2.0,8.7,5.0,'Less than 5 hours',Healthy,Yes,3.0,1.0,No,'Class 12',Thane
Female,20.0,4.0,7.39,3.0,'7-8 hours',Unhealthy,Yes,12.0,2.0,Yes,'Class 12',Vasai-Virar
Male,24.0,3.0,6.78,2.0,'5-6 hours',Unhealthy,No,6.0,2.0,Yes,BSc,Mumbai
Male,27.0,5.0,8.61,3.0,'7-8 hours',Unhealthy,No,1.0,4.0,No,BSc,Kolkata
Female,34.0,4.0,7.8,4.0,'5-6 hours',Moderate,Yes,10.0,3.0,Yes,M.Ed,Thane
Female,29.0,5.0,5.37,4.0,'Less than 5 hours',Moderate,Yes,12.0,2.0,Yes,MSc,Visakhapatnam
Male,27.0,2.0,5.7,2.0,'Less than 5 hours',Healthy,No,4.0,5.0,Yes,BA,Chennai
Male,29.0,2.0,6.65,5.0,'Less than 5 hours',Unhealthy,No,10.0,1.0,No,M.Tech,Agra
Female,19.0,3.0,8.44,5.0,'More than 8 hours',Healthy,No,12.0,1.0,Yes,'Class 12',Other
Female,22.0,4.0,6.03,2.0,'5-6 hours',Unhealthy,No,7.0,5.0,No,MBA,Vasai-Virar
Male,19.0,5.0,9.91,1.0,'5-6 hours',Healthy,Yes,1.0,5.0,Yes,'Class 12',Bangalore
Male,31.0,3.0,9.97,1.0,'More than 8 hours',Moderate,No,10.0,3.0,Yes,BE,Jaipur
Male,20.0,3.0,5.74,4.0,'More than 8 hours',Unhealthy,Yes,10.0,3.0,No,'Class 12',Vasai-Virar
Female,28.0,5.0,9.84,4.0,'7-8 hours',Moderate,Yes,4.0,4.0,No,B.Ed,Patna
Female,29.0,5.0,7.26,2.0,'Less than 5 hours',Unhealthy,Yes,10.0,2.0,No,Other,Bangalore
Female,23.0,4.0,9.96,2.0,'More than 8 hours',Moderate,Yes,12.0,5.0,No,MA,Thane
Male,24.0,2.0,5.39,3.0,'7-8 hours',Healthy,No,6.0,3.0,No,BBA,Ghaziabad
Female,27.0,3.0,7.53,2.0,'7-8 hours',Moderate,Yes,6.0,5.0,Yes,B.Tech,Nashik
Male,22.0,3.0,6.21,3.0,'5-6 hours',Healthy,Yes,10.0,3.0,Yes,BBA,Pune
Male,19.0,4.0,9.54,2.0,'Less than 5 hours',Moderate,Yes,10.0,5.0,Yes,'Class 12',Patna
Female,21.0,1.0,9.87,5.0,'5-6 hours',Moderate,Yes,3.0,2.0,No,M.Com,Bhopal
Male,18.0,5.0,5.56,3.0,'7-8 hours',Moderate,Yes,12.0,4.0,Yes,'Class 12',Varanasi
Male,23.0,1.0,5.83,1.0,'More than 8 hours',Unhealthy,Yes,10.0,3.0,No,MA,Meerut
Female,19.0,2.0,9.56,4.0,'Less than 5 hours',Moderate,No,11.0,2.0,No,'Class 12',Agra
Male,32.0,3.0,8.04,1.0,'More than 8 hours',Moderate,Yes,1.0,3.0,No,Other,Bhopal
Male,26.0,3.0,8.91,5.0,'Less than 5 hours',Healthy,Yes,3.0,5.0,No,BHM,Kanpur
Male,19.0,1.0,7.25,4.0,'Less than 5 hours',Unhealthy,Yes,12.0,5.0,Yes,'Class 12',Visakhapatnam
Male,18.0,4.0,8.35,1.0,'5-6 hours',Moderate,Yes,7.0,3.0,No,'Class 12',Nashik
Female,23.0,5.0,8.46,2.0,'More than 8 hours',Moderate,No,8.0,4.0,Yes,M.Tech,Visakhapatnam
Male,27.0,5.0,8.83,1.0,'5-6 hours',Healthy,Yes,11.0,2.0,No,B.Ed,Patna
Female,34.0,2.0,5.48,4.0,'5-6 hours',Moderate,No,11.0,5.0,No,MBA,Kalyan
Female,28.0,1.0,7.71,5.0,'5-6 hours',Moderate,No,11.0,3.0,No,BE,Vadodara
Male,20.0,4.0,6.37,2.0,'7-8 hours',Healthy,No,12.0,4.0,No,'Class 12',Ludhiana
Female,23.0,1.0,7.3,5.0,'Less than 5 hours',Healthy,Yes,10.0,1.0,Yes,MCA,Hyderabad
Male,23.0,3.0,5.82,2.0,'5-6 hours',Healthy,Yes,2.0,2.0,Yes,B.Com,Meerut
Male,19.0,4.0,6.86,4.0,'7-8 hours',Unhealthy,Yes,9.0,3.0,No,'Class 12',Ludhiana
Male,32.0,1.0,9.26,3.0,'More than 8 hours',Moderate,Yes,2.0,4.0,Yes,LLB,Kalyan
Male,23.0,2.0,8.7,4.0,'5-6 hours',Unhealthy,Yes,7.0,4.0,No,B.Com,Patna
Male,24.0,2.0,8.88,4.0,'7-8 hours',Unhealthy,No,6.0,4.0,Yes,BA,Chennai
Female,28.0,4.0,5.85,4.0,'7-8 hours',Unhealthy,Yes,12.0,5.0,No,BA,Kalyan
Female,19.0,5.0,7.92,4.0,'Less than 5 hours',Moderate,Yes,12.0,5.0,Yes,'Class 12',Delhi
Female,25.0,4.0,5.47,2.0,'5-6 hours',Moderate,Yes,10.0,4.0,No,MCA,Varanasi
Female,24.0,4.0,6.69,3.0,'7-8 hours',Unhealthy,Yes,11.0,2.0,No,B.Pharm,Surat
Male,27.0,2.0,6.1,3.0,'Less than 5 hours',Healthy,Yes,9.0,4.0,No,M.Tech,Meerut
Female,23.0,2.0,9.41,5.0,'7-8 hours',Moderate,No,9.0,3.0,Yes,MSc,Vadodara
Female,25.0,4.0,8.08,2.0,'5-6 hours',Unhealthy,Yes,8.0,4.0,No,MBA,Jaipur
Male,23.0,1.0,8.9,2.0,'7-8 hours',Unhealthy,No,7.0,3.0,Yes,MSc,Agra
Male,24.0,4.0,9.89,2.0,'Less than 5 hours',Unhealthy,No,8.0,3.0,No,BBA,Lucknow
Male,31.0,3.0,9.59,1.0,'5-6 hours',Healthy,No,4.0,5.0,No,M.Ed,Lucknow
Male,34.0,3.0,7.77,4.0,'More than 8 hours',Unhealthy,No,10.0,1.0,No,BCA,Kolkata
Male,19.0,4.0,5.39,2.0,'More than 8 hours',Moderate,Yes,5.0,5.0,No,'Class 12',Ludhiana
Male,31.0,1.0,8.91,4.0,'More than 8 hours',Unhealthy,Yes,10.0,4.0,No,'Class 12',Lucknow
Female,22.0,5.0,6.99,1.0,'5-6 hours',Unhealthy,Yes,0.0,3.0,Yes,BBA,Visakhapatnam
Female,18.0,4.0,8.44,4.0,'Less than 5 hours',Unhealthy,Yes,11.0,3.0,No,'Class 12',Delhi
Male,19.0,5.0,8.54,1.0,'7-8 hours',Moderate,Yes,10.0,3.0,Yes,'Class 12',Thane
Female,21.0,2.0,5.09,3.0,'7-8 hours',Unhealthy,No,2.0,4.0,No,B.Arch,Hyderabad
Male,34.0,1.0,6.27,4.0,'Less than 5 hours',Healthy,No,7.0,2.0,No,'Class 12',Vasai-Virar
Female,19.0,1.0,5.09,3.0,'Less than 5 hours',Moderate,Yes,11.0,2.0,No,'Class 12',Kalyan
Male,28.0,5.0,7.25,5.0,'Less than 5 hours',Moderate,No,12.0,2.0,Yes,MBA,Bhopal
Male,25.0,1.0,8.91,4.0,'5-6 hours',Unhealthy,No,5.0,1.0,No,BA,Pune
Female,27.0,5.0,5.64,2.0,'More than 8 hours',Unhealthy,Yes,9.0,5.0,No,MSc,Hyderabad
Female,24.0,1.0,6.69,1.0,'5-6 hours',Healthy,No,0.0,1.0,Yes,BBA,Kalyan
Male,30.0,2.0,7.25,5.0,'5-6 hours',Unhealthy,No,8.0,1.0,Yes,B.Com,Agra
Female,20.0,5.0,7.45,2.0,'More than 8 hours',Unhealthy,Yes,11.0,5.0,Yes,'Class 12',Ghaziabad
Male,26.0,5.0,9.39,3.0,'More than 8 hours',Moderate,Yes,5.0,1.0,No,Other,Nagpur
Male,34.0,1.0,9.86,4.0,'Less than 5 hours',Healthy,No,11.0,4.0,No,Other,Patna
Male,19.0,5.0,6.99,1.0,'5-6 hours',Unhealthy,No,9.0,3.0,No,'Class 12',Surat
Male,27.0,5.0,7.1,2.0,'Less than 5 hours',Unhealthy,Yes,3.0,5.0,No,M.Pharm,Hyderabad
Male,23.0,4.0,6.99,1.0,'Less than 5 hours',Unhealthy,Yes,6.0,3.0,Yes,B.Ed,Bhopal
Male,32.0,4.0,7.71,5.0,'5-6 hours',Moderate,Yes,10.0,1.0,No,M.Com,Patna
Male,24.0,5.0,9.79,4.0,'7-8 hours',Unhealthy,Yes,1.0,4.0,Yes,BSc,Delhi
Female,26.0,3.0,6.78,1.0,'Less than 5 hours',Moderate,Yes,12.0,1.0,Yes,PhD,Ahmedabad
Female,30.0,2.0,5.11,2.0,'5-6 hours',Moderate,Yes,6.0,2.0,Yes,MA,Rajkot
